,n_components,absorption_ratio
2008-12-19,43.0,0.8765712146104825
2008-12-22,43.0,0.8765712146104825
2008-12-23,43.0,0.8765712146104825
2008-12-24,43.0,0.8765712146104825
2008-12-26,43.0,0.8765712146104825
2008-12-29,43.0,0.8765712146104825
2008-12-30,43.0,0.8765712146104825
2008-12-31,43.0,0.8765712146104825
2009-01-02,43.0,0.8765712146104825
2009-01-05,43.0,0.8765712146104825
2009-01-06,43.0,0.8765712146104825
2009-01-07,43.0,0.8765712146104825
2009-01-08,43.0,0.8765712146104825
2009-01-09,44.0,0.8746342296080717
2009-01-12,44.0,0.8746342296080717
2009-01-13,44.0,0.8746342296080717
2009-01-14,44.0,0.8746342296080717
2009-01-15,44.0,0.8746342296080717
2009-01-16,44.0,0.8746342296080717
2009-01-20,44.0,0.8746342296080717
2009-01-21,44.0,0.8746342296080717
2009-01-22,44.0,0.8746342296080717
2009-01-23,44.0,0.8746342296080717
2009-01-26,44.0,0.8746342296080717
2009-01-27,44.0,0.8746342296080717
2009-01-28,44.0,0.8746342296080717
2009-01-29,44.0,0.8746342296080717
2009-01-30,44.0,0.8746342296080717
2009-02-02,44.0,0.8746342296080717
2009-02-03,44.0,0.8746342296080717
2009-02-04,44.0,0.8746342296080717
2009-02-05,44.0,0.8746342296080717
2009-02-06,44.0,0.8746342296080717
2009-02-09,44.0,0.8746342296080717
2009-02-10,45.0,0.8734612743949624
2009-02-11,45.0,0.8734612743949624
2009-02-12,45.0,0.8734612743949624
2009-02-13,45.0,0.8734612743949624
2009-02-17,45.0,0.8734612743949624
2009-02-18,45.0,0.8734612743949624
2009-02-19,45.0,0.8734612743949624
2009-02-20,45.0,0.8734612743949624
2009-02-23,45.0,0.8734612743949624
2009-02-24,45.0,0.8734612743949624
2009-02-25,45.0,0.8734612743949624
